,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
590,unpersönlich,,,,,LSch,negativ,125868,CATMA_7C60BAA4-A8D2-47F1-905D-1C8FD7FE4807,15,Emotionen des Leids,negativ,125795,Leid,"Stelt euren Geist zu Ruh
Vnd setzt vns ferner nicht mit trübem Weinen zu.","['Stelt', 'euren', 'Geist', 'zu', 'Ruh', 'Vnd', 'setzt', 'vns', 'ferner', 'nicht', 'mit', 'trübem', 'Weinen', 'zu', '.']",
591,,,unpersönlich,,,LSch,negativ,125868,CATMA_EBF3CE39-F5C5-4D0A-BD99-DB460979B69E,10,Emotionen des Leids,negativ,125820,Leid,Vnd setzt vns ferner nicht mit trübem Weinen zu.,"['Vnd', 'setzt', 'vns', 'ferner', 'nicht', 'mit', 'trübem', 'Weinen', 'zu', '.']",
592,catharina,,,,,LSch,negativ,126178,CATMA_CDF73B41-15D0-497A-BD54-6096C9934B83,19,Emotionen des Leids,negativ,126073,Leid,"Deß Schwehers trüben Fall / deß Libsten Blut gerochen /
Der blinden Libe Joch deß Todes Pfeil zubrochen.
","['Deß', 'Schwehers', 'trüben', 'Fall', '/', 'deß', 'Libsten', 'Blut', 'gerochen', '/', 'Der', 'blinden', 'Libe', 'Joch', 'deß', 'Todes', 'Pfeil', 'zubrochen', '.']",
593,catharina,,,,,LSch,positiv,126126,CATMA_1A21D087-EB12-487A-A7B2-4BCD138A0A2E,4,Emotionen der Zuneigung,positiv,126101,Liebe,deß Libsten Blut gerochen,"['deß', 'Libsten', 'Blut', 'gerochen']",
594,chach abas,catharina,catharina,,,LSch,positiv,126177,CATMA_4689F2D4-7CC2-49E0-96F1-45B02939F5C5,9,Emotionen der Zuneigung,positiv,126129,Liebe,Der blinden Libe Joch deß Todes Pfeil zubrochen.,"['Der', 'blinden', 'Libe', 'Joch', 'deß', 'Todes', 'Pfeil', 'zubrochen', '.']",
595,,,,,,LSch,positiv,126428,CATMA_14A9F1FE-6739-40C6-971F-E3B572E2AD2A,51,Emotionen der Freude,positiv,126178,Freude,"Vnd steigen in der Blütt deß Alters auff die Bar
Doch mehr als im Triumph zu vnserm Schlacht-Altar.
Wo wir diß vnser Fleisch zum Opffer vbergeben
Dem der sich selbst für vns liß in ein Holtz erheben.
Die Erden stinckt vns an / wir gehn in Himmel ein.","['Vnd', 'steigen', 'in', 'der', 'Blütt', 'deß', 'Alters', 'auff', 'die', 'Bar', 'Doch', 'mehr', 'als', 'im', 'Triumph', 'zu', 'vnserm', 'Schlacht-Altar', '.', 'Wo', 'wir', 'diß', 'vnser', 'Fleisch', 'zum', 'Opffer', 'vbergeben', 'Dem', 'der', 'sich', 'selbst', 'für', 'vns', 'liß', 'in', 'ein', 'Holtz', 'erheben', '.', 'Die', 'Erden', 'stinckt', 'vns', 'an', '/', 'wir', 'gehn', 'in', 'Himmel', 'ein', '.']",
596,,,,,,LSch,positiv,126377,CATMA_E092E1DB-EDA5-4C16-972F-37FDAA89DC32_0,20,Emotionen der Zuneigung,positiv,126278,Verehrung,"Wo wir diß vnser Fleisch zum Opffer vbergeben
Dem der sich selbst für vns liß in ein Holtz erheben.","['Wo', 'wir', 'diß', 'vnser', 'Fleisch', 'zum', 'Opffer', 'vbergeben', 'Dem', 'der', 'sich', 'selbst', 'für', 'vns', 'liß', 'in', 'ein', 'Holtz', 'erheben', '.']",
597,,,,,,LSch,positiv,126852,CATMA_E092E1DB-EDA5-4C16-972F-37FDAA89DC32_1,48,Emotionen der Zuneigung,positiv,126632,Verehrung,"Fallt Gott für vns zu Fuß / wündtscht daß Er vns erhör /
Vnd selber kämpffen helff' / vnd Stärck' in Angst verleihe/
Daß er begangne Schuld / die vns befleckt / verzeihe
Vnd vns im Tod erquick' vnd rett' auß allem Leid.
","['Fallt', 'Gott', 'für', 'vns', 'zu', 'Fuß', '/', 'wündtscht', 'daß', 'Er', 'vns', 'erhör', '/', 'Vnd', 'selber', 'kämpffen', 'helff', ""'"", '/', 'vnd', 'Stärck', ""'"", 'in', 'Angst', 'verleihe/', 'Daß', 'er', 'begangne', 'Schuld', '/', 'die', 'vns', 'befleckt', '/', 'verzeihe', 'Vnd', 'vns', 'im', 'Tod', 'erquick', ""'"", 'vnd', 'rett', ""'"", 'auß', 'allem', 'Leid', '.']",
598,catharina,,,,,LSch,positiv,126456,CATMA_B07413EE-E810-4165-AC3E-97F139416E88,5,Emotionen der Zuneigung,positiv,126430,Liebe,Betrübt euch Libste nicht!,"['Betrübt', 'euch', 'Libste', 'nicht', '!']",
599,,catharina,catharina,,,LSch,negativ,126533,CATMA_463F0276-7E61-48C8-B83C-49F80FB29474,19,Emotionen des Leids,negativ,126430,Leid,"Betrübt euch Libste nicht! die Pein ist sonder Pein!
Die Zähren schwächen schir die vnbewegten Sinnen!
","['Betrübt', 'euch', 'Libste', 'nicht', '!', 'die', 'Pein', 'ist', 'sonder', 'Pein', '!', 'Die', 'Zähren', 'schwächen', 'schir', 'die', 'vnbewegten', 'Sinnen', '!']",
600,catharina,,,,,LSch,negativ,126532,CATMA_BA9EBD24-A06A-4BA6-A5A5-4BE2D12FD862,19,Emotionen des Leids,negativ,126430,Leid,"Betrübt euch Libste nicht! die Pein ist sonder Pein!
Die Zähren schwächen schir die vnbewegten Sinnen!","['Betrübt', 'euch', 'Libste', 'nicht', '!', 'die', 'Pein', 'ist', 'sonder', 'Pein', '!', 'Die', 'Zähren', 'schwächen', 'schir', 'die', 'vnbewegten', 'Sinnen', '!']",
601,catharina,,,,,LSch,negativ,126747,CATMA_65E50584-4D15-472F-832F-904915323832,6,Emotionen der Angst,negativ,126718,Angst,vnd Stärck' in Angst verleihe,"['vnd', 'Stärck', ""'"", 'in', 'Angst', 'verleihe']",
602,,,,,,LSch,positiv,126825,CATMA_75092730-5F1B-4141-B8D9-6D5D79F3374F,6,Emotionen der Freude,positiv,126802,Freude,Vnd vns im Tod erquick',"['Vnd', 'vns', 'im', 'Tod', 'erquick', ""'""]",
603,catharina,,,,,LSch,negativ,126851,CATMA_CF7F8870-2747-4146-B0E4-8D77393A3ACD,7,Emotionen des Leids,negativ,126826,Leid,vnd rett' auß allem Leid.,"['vnd', 'rett', ""'"", 'auß', 'allem', 'Leid', '.']",
604,,unpersönlich,,,,LSch,negativ,127129,CATMA_806ECEB0-99EC-4C80-93C6-91813D8D7C60,34,Emotionen der Angst,negativ,126953,Angst,"Erschreckte Sterblichen; welch Zittern stöst euch an?
Wenn man dem zarten Fleisch zusetzet /
Vnd Schwerdter auff die Hälse wetzet;
Wie daß jhr so verzagt ob dem was tödten kan!","['Erschreckte', 'Sterblichen', ';', 'welch', 'Zittern', 'stöst', 'euch', 'an', '?', 'Wenn', 'man', 'dem', 'zarten', 'Fleisch', 'zusetzet', '/', 'Vnd', 'Schwerdter', 'auff', 'die', 'Hälse', 'wetzet', ';', 'Wie', 'daß', 'jhr', 'so', 'verzagt', 'ob', 'dem', 'was', 'tödten', 'kan', '!']",
605,,unpersönlich,,,,LSch,negativ,127360,CATMA_F6A8B6B2-9365-49F2-9169-253D6912F93E,49,Emotionen des Leids,negativ,127130,Leid,"Muß man diß leben lose Leben
Den Jahren nicht zur Beute geben?
Warumb denn so gelibt was man verlihren muß?
Wie daß jhr doch nicht auff wolt setzen
Vor diß was Ewig kan ergetzen /
Die Vnruh / dise Last / die Thränen / den Verdruß!","['Muß', 'man', 'diß', 'leben', 'lose', 'Leben', 'Den', 'Jahren', 'nicht', 'zur', 'Beute', 'geben', '?', 'Warumb', 'denn', 'so', 'gelibt', 'was', 'man', 'verlihren', 'muß', '?', 'Wie', 'daß', 'jhr', 'doch', 'nicht', 'auff', 'wolt', 'setzen', 'Vor', 'diß', 'was', 'Ewig', 'kan', 'ergetzen', '/', 'Die', 'Vnruh', '/', 'dise', 'Last', '/', 'die', 'Thränen', '/', 'den', 'Verdruß', '!']",
606,,unpersönlich,,,,LSch,positiv,127236,CATMA_870A1CCD-92B3-4A55-9CD2-8F59EE54FF72,8,Emotionen der Zuneigung,positiv,127193,Liebe,Warumb denn so gelibt was man verlihren muß,"['Warumb', 'denn', 'so', 'gelibt', 'was', 'man', 'verlihren', 'muß']",
607,,unpersönlich,,,,LSch,negativ,127501,CATMA_8351C786-4918-4703-B708-555983DF558B,26,Emotionen der Angst,negativ,127361,Angst,"Erbebt vor dem / der Leib vnd Seele
Kan in deß grausen Abgrunds Höle
Durch ein erzörntes Wincken stürtzen
Vnd euch was ewig lebt abkürtzen.
","['Erbebt', 'vor', 'dem', '/', 'der', 'Leib', 'vnd', 'Seele', 'Kan', 'in', 'deß', 'grausen', 'Abgrunds', 'Höle', 'Durch', 'ein', 'erzörntes', 'Wincken', 'stürtzen', 'Vnd', 'euch', 'was', 'ewig', 'lebt', 'abkürtzen', '.']",
608,,,,,,LSch,negativ,127616,CATMA_CF2B67B0-B7CE-41B1-BE33-2FADF286F00E,21,Emotionen des Leids,negativ,127508,Leid,"Diser Pfeil der mit dem Blut

Gottes selbst genetzt /
Der mich vmbpfing euch zu gut
Heilt wenn er verletzt!
","['Diser', 'Pfeil', 'der', 'mit', 'dem', 'Blut', 'Gottes', 'selbst', 'genetzt', '/', 'Der', 'mich', 'vmbpfing', 'euch', 'zu', 'gut', 'Heilt', 'wenn', 'er', 'verletzt', '!']",
609,catharina,unpersönlich,,,,LSch,negativ,127740,CATMA_68A9F850-07B4-48C6-B5B4-6A30C7425015,23,Emotionen des Leids,negativ,127624,Leid,"Diser Pfeil der durch das Hertz
Gottes selber drang /
Tödtet Furcht / vnd Qual / vnd Schmertz
Vnd der Folter Zwang.
","['Diser', 'Pfeil', 'der', 'durch', 'das', 'Hertz', 'Gottes', 'selber', 'drang', '/', 'Tödtet', 'Furcht', '/', 'vnd', 'Qual', '/', 'vnd', 'Schmertz', 'Vnd', 'der', 'Folter', 'Zwang', '.']",
610,,unpersönlich,,,,LSch,negativ,128011,CATMA_DB69454C-D9CE-4B95-B06C-03B3054F9258,11,Emotionen der Angst,negativ,127960,Angst,"Wem vor disem Bogen graut
Kent noch Welt noch sich;","['Wem', 'vor', 'disem', 'Bogen', 'graut', 'Kent', 'noch', 'Welt', 'noch', 'sich', ';']",
611,,unpersönlich,,,,LSch,positiv,128135,CATMA_C8B36CA4-52B6-49EB-BD31-3933F564FC63,11,Emotionen der Zuneigung,positiv,128083,Liebe,"Wer nicht disen Bogen libt
Kent noch sich noch Gott.","['Wer', 'nicht', 'disen', 'Bogen', 'libt', 'Kent', 'noch', 'sich', 'noch', 'Gott', '.']",
612,unpersönlich,unpersönlich,,,,LSch,negativ,128188,CATMA_7360DB5B-6A94-429B-B832-360EAA754F79,11,Emotionen des Leids,negativ,128136,Leid,"Vnd bleibt hir vnd dort betrübt
Ja ist lebend todt.
","['Vnd', 'bleibt', 'hir', 'vnd', 'dort', 'betrübt', 'Ja', 'ist', 'lebend', 'todt', '.']",
613,unpersönlich,unpersönlich,,,,LSch,negativ,128299,CATMA_07762894-05D7-4792-B2CF-8BA9D45032AB,18,Emotionen des Leids,negativ,128195,Leid,"In mein weisses Ehrenkleid
Ward Gott selbst verhüllt
Als Er eurer Seelen Leid
Durch sein Leid gestillt.
","['In', 'mein', 'weisses', 'Ehrenkleid', 'Ward', 'Gott', 'selbst', 'verhüllt', 'Als', 'Er', 'eurer', 'Seelen', 'Leid', 'Durch', 'sein', 'Leid', 'gestillt', '.']",
614,,unpersönlich,,,,LSch,negativ,128299,CATMA_B3314B43-8EF1-4ABF-A47E-E28A06DBC009,18,Emotionen des Leids,negativ,128195,Leid,"In mein weisses Ehrenkleid
Ward Gott selbst verhüllt
Als Er eurer Seelen Leid
Durch sein Leid gestillt.
","['In', 'mein', 'weisses', 'Ehrenkleid', 'Ward', 'Gott', 'selbst', 'verhüllt', 'Als', 'Er', 'eurer', 'Seelen', 'Leid', 'Durch', 'sein', 'Leid', 'gestillt', '.']",
615,,unpersönlich,,,,LSch,negativ,128401,CATMA_7F99678E-B392-4270-BB00-98EB11561BC9,18,Emotionen des Leids,negativ,128307,Leid,"Meine Purpur ist gefärbt
In deß Höchsten Blut
Als Er euch am Creutz ererbt
Ein unendlich Gut!
","['Meine', 'Purpur', 'ist', 'gefärbt', 'In', 'deß', 'Höchsten', 'Blut', 'Als', 'Er', 'euch', 'am', 'Creutz', 'ererbt', 'Ein', 'unendlich', 'Gut', '!']",
616,,,,,,LSch,negativ,128679,CATMA_5A233659-41AA-42FF-9C79-4E0241D47C09,10,Emotionen des Leids,negativ,128629,Leid,"Die jhr in den Banden schmacht
Wendet euch zu mir
","['Die', 'jhr', 'in', 'den', 'Banden', 'schmacht', 'Wendet', 'euch', 'zu', 'mir']",
617,unpersönlich,,,,,LSch,negativ,128737,CATMA_2713973E-F15D-452F-86FD-0F421D950408,12,Emotionen des Leids,negativ,128679,Leid,"Ich brech auff der Kercker Macht /
Oeffne Block vnd Thür.
","['Ich', 'brech', 'auff', 'der', 'Kercker', 'Macht', '/', 'Oeffne', 'Block', 'vnd', 'Thür', '.']",
618,,,,,,LSch,negativ,128969,CATMA_14239E07-3AE9-41E0-8B5A-D47F2EFF08A7,20,Emotionen des Leids,negativ,128871,Leid,"Hass't jhr dises Thränenthal:
Bitet mir die Hand:
Ich führ auß dem Folter-Sal /
In das Vaterland.
","[""Hass't"", 'jhr', 'dises', 'Thränenthal', ':', 'Bitet', 'mir', 'die', 'Hand', ':', 'Ich', 'führ', 'auß', 'dem', 'Folter-Sal', '/', 'In', 'das', 'Vaterland', '.']",
619,unpersönlich,,,,,LSch,negativ,128969,CATMA_68DDE493-C4C8-4A6C-8AC3-6C3728790000,10,Emotionen des Leids,negativ,128921,Leid,"Ich führ auß dem Folter-Sal /
In das Vaterland.
","['Ich', 'führ', 'auß', 'dem', 'Folter-Sal', '/', 'In', 'das', 'Vaterland', '.']",
620,,unpersönlich,,,,LSch,positiv,129007,CATMA_FED2E2F6-4B49-4ABE-9838-E606AB5A6E67,7,Emotionen der Freude,positiv,128977,Freude,Eilt jhr in das Reich der Lust,"['Eilt', 'jhr', 'in', 'das', 'Reich', 'der', 'Lust']",
621,unpersönlich,,,,,LSch,negativ,129173,CATMA_4F94AA21-869C-471C-9C0D-A308308B782D,6,Emotionen des Leids,negativ,129145,Leid,"Der Tod endet Leid vnd Noht
","['Der', 'Tod', 'endet', 'Leid', 'vnd', 'Noht']",
622,,,,,,LSch,positiv,129706,CATMA_BF4A1DD2-EE93-48D3-B83C-F190AC2AC677,10,Emotionen der Zuneigung,positiv,129654,Liebe,Wer libt wird durch den Tod von Libe nicht getrennet,"['Wer', 'libt', 'wird', 'durch', 'den', 'Tod', 'von', 'Libe', 'nicht', 'getrennet']",
623,,,,,,LSch,positiv,129760,CATMA_DF201DDC-51AF-43CF-8CF6-E49B6B8784F0,11,Emotionen der Zuneigung,positiv,129713,Liebe,Der libt ohn alle falsch wer biß zum Tode libt;,"['Der', 'libt', 'ohn', 'alle', 'falsch', 'wer', 'biß', 'zum', 'Tode', 'libt', ';']",
624,,unpersönlich,,,,LSch,positiv,129821,CATMA_E0C35E6E-7636-4B52-AE7B-C8460767D67F,10,Emotionen der Zuneigung,positiv,129768,Liebe,"Wer libend stirbet wird nicht durch den Tod betrübt.
","['Wer', 'libend', 'stirbet', 'wird', 'nicht', 'durch', 'den', 'Tod', 'betrübt', '.']",
625,,unpersönlich,,,,LSch,negativ,129821,CATMA_F768750B-6F8E-420B-9718-A7927282E81B,10,Emotionen des Leids,negativ,129768,Leid,"Wer libend stirbet wird nicht durch den Tod betrübt.
","['Wer', 'libend', 'stirbet', 'wird', 'nicht', 'durch', 'den', 'Tod', 'betrübt', '.']",
626,,unpersönlich,,,,LSch,positiv,129909,CATMA_7285DBE6-FE51-4011-8602-84D2F85C4F48,16,Emotionen der Zuneigung,positiv,129836,Liebe,"Wer biß zum Tode libt wird ewig stehen /
Vnd kan im Tode nicht vergehen.
","['Wer', 'biß', 'zum', 'Tode', 'libt', 'wird', 'ewig', 'stehen', '/', 'Vnd', 'kan', 'im', 'Tode', 'nicht', 'vergehen', '.']",
627,,unpersönlich,,,,LSch,positiv,130215,CATMA_92249F67-87EE-4F5A-BE2A-35A0123E2E22,29,Emotionen der Zuneigung,positiv,130045,Verehrung,"Wer biß zum Brand-Pfahl Gott getreue
Wer nicht für Zang vnd Schwerdt ist scheue /
Wer mit der Grufft verwechselt Stat vnd Thron
Derselb erlangt die herlichst Ehren-Cron.
","['Wer', 'biß', 'zum', 'Brand-Pfahl', 'Gott', 'getreue', 'Wer', 'nicht', 'für', 'Zang', 'vnd', 'Schwerdt', 'ist', 'scheue', '/', 'Wer', 'mit', 'der', 'Grufft', 'verwechselt', 'Stat', 'vnd', 'Thron', 'Derselb', 'erlangt', 'die', 'herlichst', 'Ehren-Cron', '.']",
628,,cassandra,,,,LSch,negativ,130485,CATMA_A01771E2-A780-4A21-9071-38037BEB3D69,33,Emotionen des Leids,negativ,130324,Leid,"O seelig die der Fall Armeniens bedecket!
O seelig die der Perß an einen Pfahl gestecket!
O seelig die im Brand von Gurgistan verfil!
Die in dem Dampff erstickt!","['O', 'seelig', 'die', 'der', 'Fall', 'Armeniens', 'bedecket', '!', 'O', 'seelig', 'die', 'der', 'Perß', 'an', 'einen', 'Pfahl', 'gestecket', '!', 'O', 'seelig', 'die', 'im', 'Brand', 'von', 'Gurgistan', 'verfil', '!', 'Die', 'in', 'dem', 'Dampff', 'erstickt', '!']",
629,cassandra,,,,,LSch,negativ,130710,CATMA_28678625-678E-4E61-92B6-70CBFF97BA5B,79,Emotionen des Leids,negativ,130324,Leid,"O seelig die der Fall Armeniens bedecket!
O seelig die der Perß an einen Pfahl gestecket!
O seelig die im Brand von Gurgistan verfil!
Die in dem Dampff erstickt! der nicht das trübe Zil
Bis auff den Tag verruckt / wol dir wo du erblichen!
Weh! wo der matte Geist auff kurtze Zeit entwichen

Vnd auff den Hencker Platz / auff diser Thränen Fluß
In dise Marter See sich wieder finden muß!","['O', 'seelig', 'die', 'der', 'Fall', 'Armeniens', 'bedecket', '!', 'O', 'seelig', 'die', 'der', 'Perß', 'an', 'einen', 'Pfahl', 'gestecket', '!', 'O', 'seelig', 'die', 'im', 'Brand', 'von', 'Gurgistan', 'verfil', '!', 'Die', 'in', 'dem', 'Dampff', 'erstickt', '!', 'der', 'nicht', 'das', 'trübe', 'Zil', 'Bis', 'auff', 'den', 'Tag', 'verruckt', '/', 'wol', 'dir', 'wo', 'du', 'erblichen', '!', 'Weh', '!', 'wo', 'der', 'matte', 'Geist', 'auff', 'kurtze', 'Zeit', 'entwichen', 'Vnd', 'auff', 'den', 'Hencker', 'Platz', '/', 'auff', 'diser', 'Thränen', 'Fluß', 'In', 'dise', 'Marter', 'See', 'sich', 'wieder', 'finden', 'muß', '!']",
630,unpersönlich,,,,,LSch,positiv,130747,CATMA_D07BB089-5683-4069-910F-9D48ED9F891B,5,Emotionen der Zuneigung,positiv,130725,Verehrung,Hilff ewig hoher Gott!,"['Hilff', 'ewig', 'hoher', 'Gott', '!']",
631,unpersönlich,,,,,LSch,negativ,130774,CATMA_82257CF1-E7DE-4E51-A398-7CB26B31DF3C,10,Emotionen des Leids,negativ,130725,Leid,Hilff ewig hoher Gott! welch Elend ist vorhanden!,"['Hilff', 'ewig', 'hoher', 'Gott', '!', 'welch', 'Elend', 'ist', 'vorhanden', '!']",
632,,cassandra,,,,LSch,negativ,130880,CATMA_D92A6C83-6778-4166-B40C-652BC9267E2D,17,Emotionen des Leids,negativ,130787,Leid,"Die bey der rauhen Pein der Königin gestanden
Verlor Verstand vnd Sinn als sie die Flamme sah","['Die', 'bey', 'der', 'rauhen', 'Pein', 'der', 'Königin', 'gestanden', 'Verlor', 'Verstand', 'vnd', 'Sinn', 'als', 'sie', 'die', 'Flamme', 'sah']",
633,,cassandra,,,,LSch,negativ,130880,CATMA_5ABC4190-D2B6-4C6F-A2BA-BA7A12380CC7,17,Emotionen des Leids,negativ,130787,Leid,"Die bey der rauhen Pein der Königin gestanden
Verlor Verstand vnd Sinn als sie die Flamme sah","['Die', 'bey', 'der', 'rauhen', 'Pein', 'der', 'Königin', 'gestanden', 'Verlor', 'Verstand', 'vnd', 'Sinn', 'als', 'sie', 'die', 'Flamme', 'sah']",
634,unpersönlich,,,,,LSch,Emotionale Bewegtheit,131068,CATMA_B690564E-4899-4DE4-AF55-2E3213D2001F,19,Emotionale Bewegtheit,Emotionale Bewegtheit,130973,Emotionale Bewegtheit,"Bringt Essig / helfft sie kühlen
Bringt Balsam! sie begint die frische Lufft zu fühlen.
Seren!
","['Bringt', 'Essig', '/', 'helfft', 'sie', 'kühlen', 'Bringt', 'Balsam', '!', 'sie', 'begint', 'die', 'frische', 'Lufft', 'zu', 'fühlen', '.', 'Seren', '!']",
635,serena,,,,,LSch,negativ,131088,CATMA_73D4802D-BFCF-43E2-BBF0-E4BE1464C236,3,Emotionen des Leids,negativ,131078,Leid,O Königin!,"['O', 'Königin', '!']",
636,serena,,,,,LSch,positiv,131088,CATMA_6B1FABCC-FB3C-4A30-BAA6-882F68CD34D9,3,Emotionen der Zuneigung,positiv,131078,Verehrung,O Königin!,"['O', 'Königin', '!']",
637,cassandra,,,,,LSch,Emotionale Bewegtheit,131126,CATMA_272444C0-4882-4B5E-AC8E-D6B70A53B934,7,Emotionale Bewegtheit,Emotionale Bewegtheit,131101,Emotionale Bewegtheit,Seren! Sie kommt zu sich!,"['Seren', '!', 'Sie', 'kommt', 'zu', 'sich', '!']",
638,,,,,,LSch,negativ,131200,CATMA_48A38A2C-70A6-426C-A974-BB3FB55C58D4,15,Emotionen des Leids,negativ,131127,Leid,"Der Himmel / Ach Seren! helt leider mich vnd dich
Zu grösserm Vnheil auff","['Der', 'Himmel', '/', 'Ach', 'Seren', '!', 'helt', 'leider', 'mich', 'vnd', 'dich', 'Zu', 'grösserm', 'Vnheil', 'auff']",
639,,cassandra,,,,LSch,negativ,131286,CATMA_8C19A41F-2096-4593-B5AB-5ABDC81C7092,15,Emotionen des Leids,negativ,131203,Leid,"dem mehr bestimt zu leiden;
Den läst entsetzen nicht in leichter Ohnmacht scheiden.","['dem', 'mehr', 'bestimt', 'zu', 'leiden', ';', 'Den', 'läst', 'entsetzen', 'nicht', 'in', 'leichter', 'Ohnmacht', 'scheiden', '.']",
640,,unpersönlich,,,,LSch,negativ,131344,CATMA_B23A0799-D680-4E50-AEE0-D2476C52CF90,9,Emotionen des Leids,negativ,131301,Leid,Wie hält die Königin in jhrer Marter stand?,"['Wie', 'hält', 'die', 'Königin', 'in', 'jhrer', 'Marter', 'stand', '?']",
641,,,,,,LSch,negativ,131579,CATMA_F7FC4863-E135-4B46-97E2-7DF65B0349B1,43,Emotionen des Leids,negativ,131357,Leid,"Sie pocht den frechen Tod / Gott beut jhr selbst die Hand /
Halt mich nicht fragend auff. Euch kan Seren erzehlen
Wie schrecklich Persen sey; wie grimmig Chach heist quälen/
Ich eile den Beschluß von disem Kampff zu sehn.
","['Sie', 'pocht', 'den', 'frechen', 'Tod', '/', 'Gott', 'beut', 'jhr', 'selbst', 'die', 'Hand', '/', 'Halt', 'mich', 'nicht', 'fragend', 'auff', '.', 'Euch', 'kan', 'Seren', 'erzehlen', 'Wie', 'schrecklich', 'Persen', 'sey', ';', 'wie', 'grimmig', 'Chach', 'heist', 'quälen/', 'Ich', 'eile', 'den', 'Beschluß', 'von', 'disem', 'Kampff', 'zu', 'sehn', '.']",
