,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
406,,,,,,LS,positiv,179905,CATMA_6F048DDF-E0D8-4BBC-BD8A-316BCA45FCD2,44,Emotionen der Zuneigung,positiv,179690,Freundschaft,"Groll? – Ihm die Hand drückend.
 Lies es in meinen Augen, was ich dir
              nicht alles sagen kann. – Ha! wer ein besseres Mädchen, und einen redlichern Freund
              hat, als ich, den will ich sehen!","['Groll', '?', '–', 'Ihm', 'die', 'Hand', 'drückend', '.', 'Lies', 'es', 'in', 'meinen', 'Augen', ',', 'was', 'ich', 'dir', 'nicht', 'alles', 'sagen', 'kann', '.', '–', 'Ha', '!', 'wer', 'ein', 'besseres', 'Mädchen', ',', 'und', 'einen', 'redlichern', 'Freund', 'hat', ',', 'als', 'ich', ',', 'den', 'will', 'ich', 'sehen', '!']"
407,franziska (Franziska),,,,,LS,positiv,180709,CATMA_C8677163-74AE-4292-9795-FD77FC6D389B,10,Emotionen der Zuneigung,positiv,180649,Liebe,"Herr Wachtmeister – – braucht Er keine Frau Wachtmeisterin?
","['Herr', 'Wachtmeister', '–', '–', 'braucht', 'Er', 'keine', 'Frau', 'Wachtmeisterin', '?']"
408,paul_werner (Paul Werner),,,,,LS,positiv,181135,CATMA_1BCAB498-1B7D-442A-A2F0-C2A64134159E,55,Emotionen der Freude,positiv,180864,Freude,"Gewiß? – Holla! Herr Major! nicht groß getan! Nun habe ich wenigstens ein eben so
              gutes Mädchen, und einen eben so redlichen Freund, als Sie! – Geb Sie mir Ihre Hand,
              Frauenzimmerchen! Topp! – Über zehn Jahr ist Sie Frau Generalin, oder Witwe!","['Gewiß', '?', '–', 'Holla', '!', 'Herr', 'Major', '!', 'nicht', 'groß', 'getan', '!', 'Nun', 'habe', 'ich', 'wenigstens', 'ein', 'eben', 'so', 'gutes', 'Mädchen', ',', 'und', 'einen', 'eben', 'so', 'redlichen', 'Freund', ',', 'als', 'Sie', '!', '–', 'Geb', 'Sie', 'mir', 'Ihre', 'Hand', ',', 'Frauenzimmerchen', '!', 'Topp', '!', '–', 'Über', 'zehn', 'Jahr', 'ist', 'Sie', 'Frau', 'Generalin', ',', 'oder', 'Witwe', '!']"
0,,,,,,VH,positiv,167266,CATMA_85135119-418C-4EB0-A47B-A81023CA1DA6,35,Emotionen der Zuneigung,positiv,167096,Liebe,"Ist das wahr, mein Fräulein? – Ich danke Ihnen, Minna, daß Sie den Stab noch nicht
              gebrochen. – Sie wollen nur den unglücklichen Tellheim? Er ist zu haben.
","['Ist', 'das', 'wahr', ',', 'mein', 'Fräulein', '?', '–', 'Ich', 'danke', 'Ihnen', ',', 'Minna', ',', 'daß', 'Sie', 'den', 'Stab', 'noch', 'nicht', 'gebrochen', '.', '–', 'Sie', 'wollen', 'nur', 'den', 'unglücklichen', 'Tellheim', '?', 'Er', 'ist', 'zu', 'haben', '.']"
1,von_tellheim (Major von Tellheim),,,,,VH,positiv,167770,CATMA_FD2F4099-1849-4D83-B743-21558521B114_0,1,Emotionen der Zuneigung,positiv,167767,Liebe,Sie,['Sie']
2,von_tellheim (Major von Tellheim),,,,,VH,positiv,167779,CATMA_FD2F4099-1849-4D83-B743-21558521B114_1,1,Emotionen der Zuneigung,positiv,167771,Liebe,besitzen,['besitzen']
3,,,,,,VH,positiv,168383,CATMA_6757B5B9-7897-4A20-8FFF-8A7FA5DC8184,14,Emotionen der Freude,positiv,168317,Schadenfreude,"Wollen Sie es wagen, Ihre eigene Rede in meinem Munde zu schelten?","['Wollen', 'Sie', 'es', 'wagen', ',', 'Ihre', 'eigene', 'Rede', 'in', 'meinem', 'Munde', 'zu', 'schelten', '?']"
4,,,,,,VH,positiv,169561,CATMA_DB859062-51EF-4AFA-A0EE-27BD6D971862,60,Emotionen der Zuneigung,positiv,169198,Liebe,"Eher soll Ihr Schatten Sie verlassen! Kommen Sie nur, mein Fräulein; wohin Sie
              wollen; zu wem Sie wollen. Überall, an Bekannte und Unbekannte, will ich es erzählen,
                 in Ihrer Gegenwart des Tages hundertmal erzählen, welche Bande Sie an
              mich verknüpfen, aus welchem grausamen Eigensinne Sie diese Bande trennen wollen –
","['Eher', 'soll', 'Ihr', 'Schatten', 'Sie', 'verlassen', '!', 'Kommen', 'Sie', 'nur', ',', 'mein', 'Fräulein', ';', 'wohin', 'Sie', 'wollen', ';', 'zu', 'wem', 'Sie', 'wollen', '.', 'Überall', ',', 'an', 'Bekannte', 'und', 'Unbekannte', ',', 'will', 'ich', 'es', 'erzählen', ',', 'in', 'Ihrer', 'Gegenwart', 'des', 'Tages', 'hundertmal', 'erzählen', ',', 'welche', 'Bande', 'Sie', 'an', 'mich', 'verknüpfen', ',', 'aus', 'welchem', 'grausamen', 'Eigensinne', 'Sie', 'diese', 'Bande', 'trennen', 'wollen', '–']"
5,just (Just),,,,,VH,Emotionale Bewegtheit,169641,CATMA_C173B31A-D3B0-48BF-BF6F-399FC6EF2DA3_0,6,Emotionale Bewegtheit,Emotionale Bewegtheit,169618,Emotionale Bewegtheit,Herr Major! Herr Major!,"['Herr', 'Major', '!', 'Herr', 'Major', '!']"
6,just (Just),,,,,VH,Emotionale Bewegtheit,169707,CATMA_C173B31A-D3B0-48BF-BF6F-399FC6EF2DA3_1,7,Emotionale Bewegtheit,Emotionale Bewegtheit,169669,Emotionale Bewegtheit,"Kommen Sie doch geschwind, geschwind!
","['Kommen', 'Sie', 'doch', 'geschwind', ',', 'geschwind', '!']"
7,das_fraeulein (Minna von Barnhelm),das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,,VH,positiv,169889,CATMA_44FD44EB-3FE2-4CFC-A76B-AE9CEE926394,6,Emotionen der Freude,positiv,169863,Schadenfreude,"Merkst du was, Franziska?
","['Merkst', 'du', 'was', ',', 'Franziska', '?']"
8,,,,,,VH,negativ,169964,CATMA_C92E2003-5B61-4088-BC04-1E44FE8AA7C8,14,Emotionen des Leids,negativ,169901,Leid,"O, Sie Unbarmherzige! Ich habe hier gestanden, wie auf Kohlen!
","['O', ',', 'Sie', 'Unbarmherzige', '!', 'Ich', 'habe', 'hier', 'gestanden', ',', 'wie', 'auf', 'Kohlen', '!']"
9,,,,,,VH,negativ,169964,CATMA_707294A9-ABDD-447F-BDB6-41013C10D304,14,Emotionen der Ablehnung,negativ,169901,Ärger,"O, Sie Unbarmherzige! Ich habe hier gestanden, wie auf Kohlen!
","['O', ',', 'Sie', 'Unbarmherzige', '!', 'Ich', 'habe', 'hier', 'gestanden', ',', 'wie', 'auf', 'Kohlen', '!']"
10,,,,,,VH,negativ,170177,CATMA_6040D0E6-1E20-4FC5-A314-EC840138C02D,40,Emotionen der Ablehnung,negativ,169989,Ärger,"Was sagst du? – Das ist nicht möglich! – Sie? Indem er das Fräulein wild
                anblickt.
 – Sag es laut; sag es ihr ins Gesicht! – Hören Sie doch, mein
              Fräulein! –
","['Was', 'sagst', 'du', '?', '–', 'Das', 'ist', 'nicht', 'möglich', '!', '–', 'Sie', '?', 'Indem', 'er', 'das', 'Fräulein', 'wild', 'anblickt', '.', '–', 'Sag', 'es', 'laut', ';', 'sag', 'es', 'ihr', 'ins', 'Gesicht', '!', '–', 'Hören', 'Sie', 'doch', ',', 'mein', 'Fräulein', '!', '–']"
11,,,,,,VH,negativ,170177,CATMA_856502D6-F4A0-4F75-8740-CFCB04A70642,40,Emotionen des Leids,negativ,169989,Leid,"Was sagst du? – Das ist nicht möglich! – Sie? Indem er das Fräulein wild
                anblickt.
 – Sag es laut; sag es ihr ins Gesicht! – Hören Sie doch, mein
              Fräulein! –
","['Was', 'sagst', 'du', '?', '–', 'Das', 'ist', 'nicht', 'möglich', '!', '–', 'Sie', '?', 'Indem', 'er', 'das', 'Fräulein', 'wild', 'anblickt', '.', '–', 'Sag', 'es', 'laut', ';', 'sag', 'es', 'ihr', 'ins', 'Gesicht', '!', '–', 'Hören', 'Sie', 'doch', ',', 'mein', 'Fräulein', '!', '–']"
12,von_tellheim (Major von Tellheim),,,,,VH,negativ,170474,CATMA_1A12C025-26B7-44D1-A8BC-896EC642C70F,16,Emotionen der Angst,negativ,170411,Angst,"Ist das wahr, mein Fräulein? – Nein, das kann nicht wahr sein!
","['Ist', 'das', 'wahr', ',', 'mein', 'Fräulein', '?', '–', 'Nein', ',', 'das', 'kann', 'nicht', 'wahr', 'sein', '!']"
13,das_fraeulein (Minna von Barnhelm),,,,,VH,positiv,170558,CATMA_D2937199-98A6-4114-80AA-DECEBA360170,14,Emotionen der Freude,positiv,170498,Freude,"Und warum nicht, Tellheim? – Warum kann es nicht wahr sein?
","['Und', 'warum', 'nicht', ',', 'Tellheim', '?', '–', 'Warum', 'kann', 'es', 'nicht', 'wahr', 'sein', '?']"
14,,,,,,VH,negativ,170725,CATMA_ECA0F686-7D09-492E-AB52-94733047273A,29,Emotionen der Ablehnung,negativ,170580,Ärger,"Nun, so sei es wahr! – Welch schreckliches Licht, das mir auf einmal aufgegangen! Nun
              erkenne ich Sie, die Falsche, die Ungetreue!
","['Nun', ',', 'so', 'sei', 'es', 'wahr', '!', '–', 'Welch', 'schreckliches', 'Licht', ',', 'das', 'mir', 'auf', 'einmal', 'aufgegangen', '!', 'Nun', 'erkenne', 'ich', 'Sie', ',', 'die', 'Falsche', ',', 'die', 'Ungetreue', '!']"
15,das_fraeulein (Minna von Barnhelm),das_fraeulein (Minna von Barnhelm),,Ereignis,,VH,negativ,170782,CATMA_50C7F233-6211-4346-8D4D-10FA7D5B1088,7,Emotionen der Angst,negativ,170752,Angst,"Wer? wer ist diese Ungetreue?
","['Wer', '?', 'wer', 'ist', 'diese', 'Ungetreue', '?']"
16,,,,,,VH,negativ,170834,CATMA_E1C05F1E-D167-4521-9DD3-F43C39C945AB,9,Emotionen der Ablehnung,negativ,170797,Ärger,"Sie, die ich nicht mehr nennen will!
","['Sie', ',', 'die', 'ich', 'nicht', 'mehr', 'nennen', 'will', '!']"
17,das_fraeulein (Minna von Barnhelm),,,,,VH,negativ,170857,CATMA_E0675F74-AE8C-47B1-94F5-736366CBE92E,1,Emotionen der Angst,negativ,170849,Angst,Tellheim,['Tellheim']
18,,,,,,VH,negativ,171133,CATMA_48827EC7-7F3A-439F-AD0F-60020D98C91D,48,Emotionen der Ablehnung,negativ,170874,Ärger,"Vergessen Sie meinen Namen! – Sie kamen hierher, mit mir zu brechen. Es ist klar! –
              Daß der Zufall  so gern dem Treulosen zu Statten kömmt! Er führte Ihnen
              Ihren Ring in die Hände. Ihre Arglist wußte mir den meinigen zuzuschanzen.
","['Vergessen', 'Sie', 'meinen', 'Namen', '!', '–', 'Sie', 'kamen', 'hierher', ',', 'mit', 'mir', 'zu', 'brechen', '.', 'Es', 'ist', 'klar', '!', '–', 'Daß', 'der', 'Zufall', 'so', 'gern', 'dem', 'Treulosen', 'zu', 'Statten', 'kömmt', '!', 'Er', 'führte', 'Ihnen', 'Ihren', 'Ring', 'in', 'die', 'Hände', '.', 'Ihre', 'Arglist', 'wußte', 'mir', 'den', 'meinigen', 'zuzuschanzen', '.']"
19,,,,,,VH,negativ,171133,CATMA_A04A29D3-4A31-439F-B8A1-5C2218A2489A,48,Emotionen des Leids,negativ,170874,Leid,"Vergessen Sie meinen Namen! – Sie kamen hierher, mit mir zu brechen. Es ist klar! –
              Daß der Zufall  so gern dem Treulosen zu Statten kömmt! Er führte Ihnen
              Ihren Ring in die Hände. Ihre Arglist wußte mir den meinigen zuzuschanzen.
","['Vergessen', 'Sie', 'meinen', 'Namen', '!', '–', 'Sie', 'kamen', 'hierher', ',', 'mit', 'mir', 'zu', 'brechen', '.', 'Es', 'ist', 'klar', '!', '–', 'Daß', 'der', 'Zufall', 'so', 'gern', 'dem', 'Treulosen', 'zu', 'Statten', 'kömmt', '!', 'Er', 'führte', 'Ihnen', 'Ihren', 'Ring', 'in', 'die', 'Hände', '.', 'Ihre', 'Arglist', 'wußte', 'mir', 'den', 'meinigen', 'zuzuschanzen', '.']"
20,,,,,,VH,negativ,171230,CATMA_E11F30B9-6DB9-428E-AF4E-4925C4986D95,18,Emotionen der Angst,negativ,171148,Angst,"Tellheim, was für Gespenster sehen Sie! Fassen Sie sich doch, und hören Sie mich.
","['Tellheim', ',', 'was', 'für', 'Gespenster', 'sehen', 'Sie', '!', 'Fassen', 'Sie', 'sich', 'doch', ',', 'und', 'hören', 'Sie', 'mich', '.']"
21,franziska (Franziska),,,,,VH,positiv,171273,CATMA_F8724E87-5180-44B1-A204-E36370935D9D,6,Emotionen der Freude,positiv,171251,Schadenfreude,"Nun mag sie es haben!
","['Nun', 'mag', 'sie', 'es', 'haben', '!']"
22,paul_werner (Paul Werner),,,Zustand,,VH,positiv,171409,CATMA_C72046AA-46D4-4298-A1F5-4D711E6B626F_0,9,Emotionen der Freude,positiv,171375,Freude,"Hier bin ich schon, Herr Major! –
","['Hier', 'bin', 'ich', 'schon', ',', 'Herr', 'Major', '!', '–']"
23,paul_werner (Paul Werner),,,Zustand,,VH,positiv,171506,CATMA_C72046AA-46D4-4298-A1F5-4D711E6B626F_1,7,Emotionen der Freude,positiv,171473,Freude,"Hier ist Geld! tausend Pistolen!
","['Hier', 'ist', 'Geld', '!', 'tausend', 'Pistolen', '!']"
24,von_tellheim (Major von Tellheim),,,Zustand,,VH,negativ,171464,CATMA_6F7C8CBA-EFCD-4DA5-A517-E34D8F926691_0,5,Emotionen der Ablehnung,negativ,171443,Ärger,"Wer verlangt dich? –
","['Wer', 'verlangt', 'dich', '?', '–']"
25,von_tellheim (Major von Tellheim),,,Zustand,,VH,negativ,171541,CATMA_6F7C8CBA-EFCD-4DA5-A517-E34D8F926691_1,5,Emotionen der Ablehnung,negativ,171521,Ärger,"Ich will sie nicht!
","['Ich', 'will', 'sie', 'nicht', '!']"
26,von_tellheim (Major von Tellheim),,,Zustand,,VH,negativ,171910,CATMA_F9EA4C9C-7240-44F5-BAAC-1C027E9B55E0,9,Emotionen der Ablehnung,negativ,171852,Ärger,"Alle Güte ist Verstellung; alle Dienstfertigkeit Betrug.

","['Alle', 'Güte', 'ist', 'Verstellung', ';', 'alle', 'Dienstfertigkeit', 'Betrug', '.']"
27,von_tellheim (Major von Tellheim),von_tellheim (Major von Tellheim),paul_werner (Paul Werner),,,VH,negativ,171962,CATMA_2C8F4648-BD8A-43A2-A83B-0EB7CF6D5D4F_0,4,Emotionen der Ablehnung,negativ,171947,Ärger,"Wie du willst!
","['Wie', 'du', 'willst', '!']"
28,von_tellheim (Major von Tellheim),von_tellheim (Major von Tellheim),paul_werner (Paul Werner),,,VH,negativ,172067,CATMA_2C8F4648-BD8A-43A2-A83B-0EB7CF6D5D4F_1,9,Emotionen der Ablehnung,negativ,172028,Ärger,"So vollziehe auch den, und packe dich!
","['So', 'vollziehe', 'auch', 'den', ',', 'und', 'packe', 'dich', '!']"
29,paul_werner (Paul Werner),,,,,VH,negativ,172121,CATMA_112ABED9-5597-4BE1-B275-B857482D35DE_0,10,Emotionen der Ablehnung,negativ,172076,Ärger,"Herr Major! Ärgerlich.
 ich bin ein Mensch –
","['Herr', 'Major', '!', 'Ärgerlich', '.', 'ich', 'bin', 'ein', 'Mensch', '–']"
30,paul_werner (Paul Werner),,,,,VH,negativ,172189,CATMA_112ABED9-5597-4BE1-B275-B857482D35DE_1,7,Emotionen der Ablehnung,negativ,172160,Ärger,"WERNER.
Der auch Galle hat –
","['WERNER', '.', 'Der', 'auch', 'Galle', 'hat', '–']"
31,von_tellheim (Major von Tellheim),,,Zustand,,VH,negativ,172159,CATMA_3BB3BD5D-2034-4198-91C5-71D78D6398A0_0,6,Emotionen der Ablehnung,negativ,172136,Ärger,"Da bist du was Rechts!
","['Da', 'bist', 'du', 'was', 'Rechts', '!']"
32,von_tellheim (Major von Tellheim),,,Zustand,,VH,negativ,172250,CATMA_3BB3BD5D-2034-4198-91C5-71D78D6398A0_1,12,Emotionen der Ablehnung,negativ,172204,Ärger,"Gut! Galle ist noch das Beste, was wir haben.
","['Gut', '!', 'Galle', 'ist', 'noch', 'das', 'Beste', ',', 'was', 'wir', 'haben', '.']"
33,,,,,,VH,negativ,172289,CATMA_C1DDB9CB-97D6-4A8D-BAB4-6FA9A9CA71D6,8,Emotionen der Ablehnung,negativ,172259,Ärger,"Ich bitte Sie, Herr Major, –

","['Ich', 'bitte', 'Sie', ',', 'Herr', 'Major', ',', '–']"
34,,,,,,VH,negativ,172367,CATMA_FC9AB4CF-8FFB-4D0C-B9EB-1B23E339FCD6,14,Emotionen der Ablehnung,negativ,172303,Ärger,"Wie vielmal soll ich dir es sagen? Ich brauche dein Geld nicht!
","['Wie', 'vielmal', 'soll', 'ich', 'dir', 'es', 'sagen', '?', 'Ich', 'brauche', 'dein', 'Geld', 'nicht', '!']"
35,paul_werner (Paul Werner),,von_tellheim (Major von Tellheim),,,VH,negativ,172494,CATMA_25A33320-AD19-47D4-944B-B482FFF0A187,24,Emotionen der Ablehnung,negativ,172383,Ärger,"Nun so brauch es, wer da will! Indem er ihm den Beutel vor die Füße wirft, und
                bei Seite geht.
","['Nun', 'so', 'brauch', 'es', ',', 'wer', 'da', 'will', '!', 'Indem', 'er', 'ihm', 'den', 'Beutel', 'vor', 'die', 'Füße', 'wirft', ',', 'und', 'bei', 'Seite', 'geht', '.']"
36,,,,,,VH,negativ,172680,CATMA_0E8F12DB-78D3-43D8-B42D-B6E80EA7171B,32,Emotionen des Leids,negativ,172524,Leid,"Ah, liebe Franziska, ich hätte dir folgen sollen. Ich habe den Scherz zu weit
              getrieben. – Doch er darf mich ja nur hören – Auf ihn zugehend.
","['Ah', ',', 'liebe', 'Franziska', ',', 'ich', 'hätte', 'dir', 'folgen', 'sollen', '.', 'Ich', 'habe', 'den', 'Scherz', 'zu', 'weit', 'getrieben', '.', '–', 'Doch', 'er', 'darf', 'mich', 'ja', 'nur', 'hören', '–', 'Auf', 'ihn', 'zugehend', '.']"
37,paul_werner (Paul Werner),,,Zustand,,VH,negativ,172800,CATMA_84DFCD84-6603-42C2-81F3-8B2FF463EB2A,6,Emotionen der Ablehnung,negativ,172779,Ärger,"mürrisch.
Geh Sie! –
","['mürrisch', '.', 'Geh', 'Sie', '!', '–']"
38,franziska (Franziska),,"['paul_werner (Paul Werner)', 'von_tellheim (Major von Tellheim)']",,,VH,negativ,172841,CATMA_68EC0193-AB2A-48C3-8D41-B5AC5038B4C6,8,Emotionen des Leids,negativ,172812,Leid,"Hu! was sind das für Männer!
","['Hu', '!', 'was', 'sind', 'das', 'für', 'Männer', '!']"
39,,,,,,VH,negativ,172878,CATMA_E2161542-F437-4ACE-B395-9BCC168C56F3_0,5,Emotionen der Angst,negativ,172856,Angst,Tellheim! – Tellheim! ,"['Tellheim', '!', '–', 'Tellheim', '!']"
40,,,,,,VH,negativ,173271,CATMA_E2161542-F437-4ACE-B395-9BCC168C56F3_1,58,Emotionen der Angst,negativ,172970,Angst,"– Nein, das ist zu arg! – Hören Sie mich doch! – Sie
              betrügen sich! – Ein bloßes Mißverständnis, – Tellheim! – Sie wollen Ihre Minna nicht
              hören? – Können Sie einen solchen Verdacht fassen? – Ich mit Ihnen brechen wollen? –
              Ich darum hergekommen? – Tellheim!
","['–', 'Nein', ',', 'das', 'ist', 'zu', 'arg', '!', '–', 'Hören', 'Sie', 'mich', 'doch', '!', '–', 'Sie', 'betrügen', 'sich', '!', '–', 'Ein', 'bloßes', 'Mißverständnis', ',', '–', 'Tellheim', '!', '–', 'Sie', 'wollen', 'Ihre', 'Minna', 'nicht', 'hören', '?', '–', 'Können', 'Sie', 'einen', 'solchen', 'Verdacht', 'fassen', '?', '–', 'Ich', 'mit', 'Ihnen', 'brechen', 'wollen', '?', '–', 'Ich', 'darum', 'hergekommen', '?', '–', 'Tellheim', '!']"
41,,,,,,VH,positiv,172878,CATMA_C85D0DD3-17C2-46E3-B3F8-AFFE95936E3B_0,5,Emotionen der Zuneigung,positiv,172856,Liebe,Tellheim! – Tellheim! ,"['Tellheim', '!', '–', 'Tellheim', '!']"
42,,,,,,VH,positiv,173271,CATMA_C85D0DD3-17C2-46E3-B3F8-AFFE95936E3B_1,58,Emotionen der Zuneigung,positiv,172970,Liebe,"– Nein, das ist zu arg! – Hören Sie mich doch! – Sie
              betrügen sich! – Ein bloßes Mißverständnis, – Tellheim! – Sie wollen Ihre Minna nicht
              hören? – Können Sie einen solchen Verdacht fassen? – Ich mit Ihnen brechen wollen? –
              Ich darum hergekommen? – Tellheim!
","['–', 'Nein', ',', 'das', 'ist', 'zu', 'arg', '!', '–', 'Hören', 'Sie', 'mich', 'doch', '!', '–', 'Sie', 'betrügen', 'sich', '!', '–', 'Ein', 'bloßes', 'Mißverständnis', ',', '–', 'Tellheim', '!', '–', 'Sie', 'wollen', 'Ihre', 'Minna', 'nicht', 'hören', '?', '–', 'Können', 'Sie', 'einen', 'solchen', 'Verdacht', 'fassen', '?', '–', 'Ich', 'mit', 'Ihnen', 'brechen', 'wollen', '?', '–', 'Ich', 'darum', 'hergekommen', '?', '–', 'Tellheim', '!']"
43,von_tellheim (Major von Tellheim),von_tellheim (Major von Tellheim),das_fraeulein (Minna von Barnhelm),,,VH,negativ,172969,CATMA_22D333DD-6698-4D33-BC19-5CAE7DFF1A54,16,Emotionen der Ablehnung,negativ,172878,Ärger,"Der vor Wut an den Fingern naget, das Gesicht wegwendet,
                und nichts höret.
","['Der', 'vor', 'Wut', 'an', 'den', 'Fingern', 'naget', ',', 'das', 'Gesicht', 'wegwendet', ',', 'und', 'nichts', 'höret', '.']"
44,von_tellheim (Major von Tellheim),,,,,VH,negativ,173969,CATMA_B2946E49-078E-4D50-A801-968498BDA809,57,Emotionen der Ablehnung,negativ,173675,Ärger,"Wer? wer kömmt? Ihr Oheim, Fräulein? dieser grausame Oheim? Lassen Sie ihn nur
              kommen; lassen Sie ihn nur kommen! – Fürchten Sie nichts! Er soll Sie mit keinem
              Blicke beleidigen dürfen! Er hat es mit mir zu tun. – Zwar verdienen Sie es um mich
              nicht –
","['Wer', '?', 'wer', 'kömmt', '?', 'Ihr', 'Oheim', ',', 'Fräulein', '?', 'dieser', 'grausame', 'Oheim', '?', 'Lassen', 'Sie', 'ihn', 'nur', 'kommen', ';', 'lassen', 'Sie', 'ihn', 'nur', 'kommen', '!', '–', 'Fürchten', 'Sie', 'nichts', '!', 'Er', 'soll', 'Sie', 'mit', 'keinem', 'Blicke', 'beleidigen', 'dürfen', '!', 'Er', 'hat', 'es', 'mit', 'mir', 'zu', 'tun', '.', '–', 'Zwar', 'verdienen', 'Sie', 'es', 'um', 'mich', 'nicht', '–']"
45,,,,,,VH,positiv,173915,CATMA_F81180B5-15F9-4A1C-BE54-27510479B97A,21,Emotionen der Zuneigung,positiv,173805,Liebe,"Fürchten Sie nichts! Er soll Sie mit keinem
              Blicke beleidigen dürfen! Er hat es mit mir zu tun. ","['Fürchten', 'Sie', 'nichts', '!', 'Er', 'soll', 'Sie', 'mit', 'keinem', 'Blicke', 'beleidigen', 'dürfen', '!', 'Er', 'hat', 'es', 'mit', 'mir', 'zu', 'tun', '.']"
46,,,,,,VH,Emotionale Bewegtheit,174048,CATMA_DFD36A20-963C-455D-A535-BBB57B5D8E55,12,Emotionale Bewegtheit,Emotionale Bewegtheit,173984,Emotionale Bewegtheit,"Geschwind umarmen Sie mich, Tellheim, und vergessen Sie alles –
","['Geschwind', 'umarmen', 'Sie', 'mich', ',', 'Tellheim', ',', 'und', 'vergessen', 'Sie', 'alles', '–']"
47,,,,,,VH,positiv,174113,CATMA_EC4F4112-AC84-4BB5-91A2-C8AC7F978135,13,Emotionen der Zuneigung,positiv,174063,Liebe,"Ha, wenn ich wüßte, daß Sie es bereuen könnten! –
","['Ha', ',', 'wenn', 'ich', 'wüßte', ',', 'daß', 'Sie', 'es', 'bereuen', 'könnten', '!', '–']"
48,,,,,,VH,negativ,174113,CATMA_AB073C7D-B8A5-4868-ABD0-AE3E21B65273,13,Emotionen der Ablehnung,negativ,174063,Ärger,"Ha, wenn ich wüßte, daß Sie es bereuen könnten! –
","['Ha', ',', 'wenn', 'ich', 'wüßte', ',', 'daß', 'Sie', 'es', 'bereuen', 'könnten', '!', '–']"
49,,,,,,VH,positiv,174446,CATMA_2D10D9F1-02C3-4947-9F5C-9B5AF87CD8C6,62,Emotionen der Freude,positiv,174128,Freude,"Nein, ich kann es nicht bereuen, mir den Anblick Ihres ganzen Herzens verschafft zu
              haben! – Ah, was  sind Sie für ein Mann! – Um armen Sie Ihre Minna, Ihre
              glückliche Minna! aber durch nichts glücklicher, als durch Sie! Sie fällt ihm
                in die Arme.
 Und nun, ihm entgegen! –
","['Nein', ',', 'ich', 'kann', 'es', 'nicht', 'bereuen', ',', 'mir', 'den', 'Anblick', 'Ihres', 'ganzen', 'Herzens', 'verschafft', 'zu', 'haben', '!', '–', 'Ah', ',', 'was', 'sind', 'Sie', 'für', 'ein', 'Mann', '!', '–', 'Um', 'armen', 'Sie', 'Ihre', 'Minna', ',', 'Ihre', 'glückliche', 'Minna', '!', 'aber', 'durch', 'nichts', 'glücklicher', ',', 'als', 'durch', 'Sie', '!', 'Sie', 'fällt', 'ihm', 'in', 'die', 'Arme', '.', 'Und', 'nun', ',', 'ihm', 'entgegen', '!', '–']"
50,,,,,,VH,positiv,174446,CATMA_D5DCD16F-DCFA-4571-B451-99E8422DF068,62,Emotionen der Zuneigung,positiv,174128,Liebe,"Nein, ich kann es nicht bereuen, mir den Anblick Ihres ganzen Herzens verschafft zu
              haben! – Ah, was  sind Sie für ein Mann! – Um armen Sie Ihre Minna, Ihre
              glückliche Minna! aber durch nichts glücklicher, als durch Sie! Sie fällt ihm
                in die Arme.
 Und nun, ihm entgegen! –
","['Nein', ',', 'ich', 'kann', 'es', 'nicht', 'bereuen', ',', 'mir', 'den', 'Anblick', 'Ihres', 'ganzen', 'Herzens', 'verschafft', 'zu', 'haben', '!', '–', 'Ah', ',', 'was', 'sind', 'Sie', 'für', 'ein', 'Mann', '!', '–', 'Um', 'armen', 'Sie', 'Ihre', 'Minna', ',', 'Ihre', 'glückliche', 'Minna', '!', 'aber', 'durch', 'nichts', 'glücklicher', ',', 'als', 'durch', 'Sie', '!', 'Sie', 'fällt', 'ihm', 'in', 'die', 'Arme', '.', 'Und', 'nun', ',', 'ihm', 'entgegen', '!', '–']"
